	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_ATCACG_L005_-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_GATCAG_L004_-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_GGCTAC_L002_-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_TTAGGC_L007_.Y.Y-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_TTAGGC_L008_-sam-report.tsv	IDresults120110_UNC13-SN749_0142_BD0HK1ACXX_CGATGT_L005_.Y.Y-sam-report.tsv	IDresults120110_UNC13-SN749_0142_BD0HK1ACXX_CTTGTA_L006_.Y.Y-sam-report.tsv	IDresults120118_UNC12-SN629_0180_BC0BWMACXX_ACTTGA_L006_-sam-report.tsv	IDresults120118_UNC12-SN629_0180_BC0BWMACXX_TAGCTT_L007_.Y.Y-sam-report.tsv	IDresults120207_UNC10-SN254_0325_AC0C6MACXX_ATCACG_L005_.Y.Y-sam-report.tsv	IDresults120207_UNC9-SN296_0271_BC0CB8ACXX_ACAGTG_L002_.Y-sam-report.tsv	IDresults120717_UNC14-SN744_0245_AC0WYWACXX_ATCACG_L005_.Y-sam-report.tsv	IDresults120717_UNC14-SN744_0245_AC0WYWACXX_CTTGTA_L005_-sam-report.tsv	IDresults120723_UNC10-SN254_0372_AC0T70ACXX_TTAGGC_L001_-sam-report.tsv	IDresults120723_UNC10-SN254_0372_AC0T70ACXX_TTAGGC_L004_.Y-sam-report.tsv	IDresults120723_UNC10-SN254_0372_AC0T70ACXX_TTAGGC_L006_.Y-sam-report.tsv	IDresults130328_UNC10-SN254_0443_AD238RACXX_CTTGTA_L002_-sam-report.tsv	IDresults130513_UNC14-SN744_0340_BD250CACXX_GTGGCC_L008_.Y-sam-report.tsv	IDresults130814_UNC10-SN254_0487_AC2BD1ACXX_CAGATC_L006_.Y-sam-report.tsv
Patients	83b41d35-69b1-4218-be1a-8821d8a6899c	419deaac-ea45-4bdd-9fa0-b5cd8429b44f	ebedab7c-dd7c-448e-8324-78c86f13be8b	4dc5cffe-ed8c-47ab-b5fc-f9615b5414f7	556fcbc8-172a-4af1-8822-ae036e8d68e8	679a6869-2ce9-4472-8db1-8869e2c1a440	811b3950-36e7-485f-bc48-aca1eee2ddef	797a71ee-372d-41e5-aeee-5ab3c4661110	d17a5ab1-3789-4652-aff5-d8f4f2291f9c	f8780a4b-7f55-41d1-bf92-8513955d150e	5d54c742-5a8e-4c40-8d62-95e75e210ab8	2e85c30c-c4c4-4096-9eef-4eb2c7d991a3	31da07bb-6752-49a3-a7ea-5427c04a9458	7840aea9-40c4-473e-be33-8fa0b9f332c9	db52c68a-ed44-4ec4-9381-d75f9bcbc29a	d53eade8-a845-4252-aece-92f3573486a7	52fddd92-fa5e-4fac-8e44-e64c98c84f86	32efe5e2-e037-4547-8ead-619f61647639	acf6bdf3-6349-49dc-b99a-4eda648eeac5
ti|282313	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1305957	0	0	1	1	1	0	0	2	2	1	1	2	1	0	0	1	1	0	1
ti|1071383	0	0	1	0	0	0	1	1	2	1	0	1	1	0	8	0	1	0	0
ti|99116	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|338567	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ti|297020	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
ti|1294364	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
ti|101125	0	0	2	1	0	0	0	1	0	0	0	0	12	0	1	0	0	4	5
ti|1294388	0	0	4	0	47	0	4	0	1	0	1	0	1	0	0	0	0	0	2
ti|674013	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24
ti|5454	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|447265	0	0	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	10	21151
ti|1399108	0	0	2	1	0	0	1	2	2	0	2	0	1	0	0	0	1	0	1
ti|861557	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
ti|1294342	0	0	2	0	69	0	0	1	2	0	0	0	151	0	1	0	56	1	2
ti|947570	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|69788	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|259995	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1708258	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1399546	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1397048	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1306005	0	0	1	0	0	0	0	3	3	0	0	2	0	0	0	1	2	1	0
ti|1071382	0	0	2	3	1	0	1	0	3	0	0	5	1	0	1	4	1	0	2
ti|162008	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
ti|460519	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|682749	0	0	1	0	2	0	0	5	1	2	3	0	0	5	1	1	0	0	9
ti|49335	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	436
ti|29919	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|29841	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|284592	0	0	1	0	0	0	0	1	0	0	3	1	0	2	0	0	0	1	1
ti|1294324	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ti|1182543	0	0	1	1	0	0	0	1	3	2	1	0	0	4	3	1	0	0	2
ti|590646	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|413612	0	0	1	0	0	0	1	0	0	3	1	0	0	0	4	1	0	1	0
ti|37468	0	0	1	0	1	0	0	5	0	0	2	1	0	0	3	0	2	2	0
ti|283643	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0
ti|210010	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ti|161999	0	0	1	0	0	0	2	1	0	0	2	0	0	0	0	0	0	1	0
ti|1567552	0	0	1	0	1	0	1	2	2	0	1	0	0	0	1	0	0	0	1
ti|1305764	0	0	1	0	2	0	1	3	0	3	1	0	0	0	0	1	0	0	0
ti|1080232	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
ti|34458	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|324677	0	0	1	0	0	0	2	0	0	1	0	0	8	7	8	5	1	1	10
ti|320645	0	0	1	0	1	0	1	0	5	0	0	0	1	0	0	1	1	0	0
ti|13684	0	0	1	0	0	0	0	0	3	13	0	0	0	0	0	0	0	0	0
ti|1306363	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ti|101098	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|82510	0	0	1	0	0	0	0	8	0	9	1	0	8	0	0	0	8	0	0
ti|655827	0	0	1	0	0	0	0	1	0	0	2	0	2	0	1	2	0	0	5
ti|54742	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|502869	0	0	1	0	1	0	0	1	5	0	2	0	1	0	0	1	0	0	0
ti|422293	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|362043	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|353001	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0
ti|315946	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	2	0
ti|290576	0	0	1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|273507	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|1649241	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1294373	0	0	1	0	0	0	0	0	1	0	1	2	4	0	1	2	1	0	1
ti|1294350	0	0	1	1	0	0	2	5	1	0	1	0	0	0	1	1	0	0	3
ti|1294339	0	0	0	147	0	0	0	4	1	0	0	1	2	0	0	0	0	0	1
ti|28576	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|910995	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|411691	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ti|1525331	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|5323	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|1650656	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1296266	0	0	0	24	0	0	1	14	4	4	1	0	7	33	21	0	1	0	0
ti|264951	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ti|301367	0	0	0	1	0	0	3	3	1	0	0	0	0	0	1	0	0	0	0
ti|587031	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ti|13706	0	0	0	2	0	0	0	2	1	0	0	0	2	0	0	1	0	2	0
ti|1294348	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	93	1	0	0
ti|876142	0	0	0	0.25	0	0	8	0	0	0	2.5	2	0	9	0	0	0	0	1
ti|6035	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ti|4927	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1
ti|576860	0	0	0	1	0	0	1	3	0	0	1	1	1	0	0	2	0	0	2
ti|1644095	0	0	0	1	0	0	0	0	0	0	0	2	0	0	20	0	0	0	0
ti|109936	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ti|82508	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
ti|1472423	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ti|36035	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|230816	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|69776	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|355337	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	19
ti|58152	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|663202	0	0	0	3	0	0	0	1	3	2	0	0	2	0	0	2	2	0	0
ti|692695	0	0	0	2	2	0	1	5	1	2	1	2	3	2	3	1	0	0	24
ti|380693	0	0	0	2	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0
ti|1542732	0	0	0	3	0	0	0	0	0	0	0	0.5	1.5	0	0	1.5	0	10	16
ti|360240	0	0	0	2	0	0	0	1	1	0	2	0	0	0	2	0	0	16	5
ti|749584	0	0	0	3	1	0	1	0	2	1	0	1	3	0	4	1	1	1	6
ti|1531383	0	0	0	2	0	0	2	4	2	0	9	3	4	10	3	3	1	6	5
ti|903548	0	0	0	1	0	0	1	2	1	0	2	0	0	0	0	1	2	1	0
ti|635206	0	0	0	1	0	0	0	5	1	2	6	0	3	7	0	2	0	1	3
ti|575501	0	0	0	1	0	0	1	1	1	2	0	2	0	8	2	1	0	0	2
ti|47199	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	2	2
ti|271374	0	0	0	1	0	0	0	2	2	0	1	0	3	2	1	0	1	3	1
ti|252169	0	0	0	1	0	0	0	2	2	0	1	1	6	0	0	0	0	0	1
ti|239120	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	4
ti|161670	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|153157	0	0	0	1	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
ti|1240710	0	0	0	1	0	0	1	2	2	2	3	1	0	3	1	1	0	0	2
ti|1134059	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
ti|1130885	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ti|48692	0	0	0	6	0	0	0	0	0	0	0	0	0	2	2	0	0	1	5
ti|1602881	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	3	1
ti|857007	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|82310	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ti|5477	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6
ti|205748	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|110144	0	0	0	1	1	0	0	4	0	0	1	3	0	0	1	0	0	0	0
ti|700782	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ti|42249	0	0	0	1	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0
ti|228206	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1305991	0	0	0	1	0	0	0	0	0	0	1	6	2	0	11	6	1	0	0
ti|311114	0	0	0	2	0	0	1	1	1	1	0	0	3	0	3	1	2	0	0
ti|96404	0	0	0	0.5	0	0	0	0	2	0.5	0	0.5	1	0	0.5	0	0	0	0
ti|721132	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|255215	0	0	0	0.5	0	0	0	0	0	0.5	1	0.5	1	0	0.5	0	3	0	0
ti|1149931	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ti|223818	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|220925	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|153609	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|133412	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	2	27
ti|1303291	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0
ti|283346	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ti|1490972	0	0	0	1	0	0	1	1	0	2	0	0	4	0	0	0	2	0	0
ti|1199094	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|56473	0	0	0	0.5	0	0	0	0.5	0	0	1	0	0	5.5	0.5	0.5	0	2	0
ti|56471	0	0	0	0.5	0	0	4	0.5	0	0	1	0	0	5.5	0.5	0.5	0	0	2
ti|263815	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ti|1294375	0	0	0	3	3	0	1	3	2	3	6	2	5	0	1	2	10	2	3
ti|1263195	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ti|54551	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	7
ti|41287	0	0	0	1	0	0	0	1	4	2	0	0	1	0	3	0	0	2	3
ti|306553	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1294338	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|341663	0	0	0	1	0	0	0	0	0	0	6	1	1	0	4	2	1	0	1
ti|66738	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
ti|4959	0	0	0	1	0	0	0	0	3	1	1	0	1	26	0	2	0	2	1
ti|35717	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	2	0	0	10
ti|36056	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	371
ti|713897	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	36
ti|406821	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
ti|561896	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|1306009	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|1294325	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0
ti|98762	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ti|858348	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|646515	0	0	0	1	1	0	0	3	0	3	4	0	0	0	0	2	1	0	2
ti|203920	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1
ti|1345676	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
ti|1294343	0	0	0	1	0	0	0	0	1	0	1	0	1	0	3	3	0	0	0
ti|109881	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17
ti|104216	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|210012	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1294360	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ti|196114	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	2	0	3	2
ti|1294329	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
ti|1193703	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1149908	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|339724	0	0	0	1	2	0	0	0	16	0	1	0	4	0	3	2	1	0	4
ti|252184	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1294307	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0
ti|96394	0	0	0	0.142857143	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ti|95155	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|634978	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|634973	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|358862	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|358861	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|358860	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|767889	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ti|578457	0	0	0	1	0	0	2	2	0	0	0	3	0	0	0	2	0	0	8
ti|4952	0	0	0	1	0	0	1	2	2	0	4	0	1	0	0	3	0	20	6
ti|443187	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|297888	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1296607	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ti|92699	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|64372	0	0	0	0.2	0	0	0	2	1	0	1	0	2	0	0	5	0	0	1
ti|336785	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|206315	0	0	0	0.2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
ti|1537522	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|1294365	0	0	0	0	81	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ti|5418	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|451669	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|34364	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ti|229533	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	1	0	0
ti|1198553	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|112489	0	0	0	0	1	0	0	0	0	1	2	3	0	0	0	1	0	1	3
ti|1432397	0	0	0	0	6	0	0	0	11	1	0	0	0	0	1	0	1	0	0
ti|1050825	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|53658	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ti|182047	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1036185	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ti|1150877	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	4
ti|473037	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	91
ti|49330	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ti|117179	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1710679	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ti|261097	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ti|76777	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|1634489	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ti|64504	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	4	0	0	0
ti|1354746	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ti|1305993	0	0	0	0	1	0	0	1	1	5	0	1	3	16	2	10	1	0	3
ti|202712	0	0	0	0	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0
ti|1667095	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1619881	0	0	0	0	1	0	0	3	2	1	4	0	0	0	3	1	0	0	0
ti|1397037	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	117
ti|1229408	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|554155	0	0	0	0	2	0	0	0	1	0	2	0	0	0	1	1	2	0	0
ti|89924	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	1
ti|310488	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
ti|1118825	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|1294376	0	0	0	0	2	0	0	1	0	1	2	0	0	0	0	0	0	0	5
ti|191416	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0
ti|467805	0	0	0	0	1	0	0	0	1	0	1	2	1	0	0	2	1	0	2
ti|304887	0	0	0	0	1	0	0	0	0	0	10	1	4	0	0	4	0	16	1
ti|314024	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	0
ti|527489	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ti|181908	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1571500	0	0	0	0	1	0	2	2	0	2	0	0	0	0	0	1	0	0	0
ti|177197	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ti|29922	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ti|1294327	0	0	0	0	2	0	0	0	0	0	0	3	65	0	1	1	0	0	1
ti|101119	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2
ti|1737641	0	0	0	0	1	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0
ti|5082	0	0	0	0	1	0	1	1	1	0	0	1	2	0	3	2	0	0	0
ti|155731	0	0	0	0	1	0	0	4	0	1	0	1	0	0	0	0	0	1	1
ti|1571503	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|196135	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1518591	0	0	0	0	0.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|5068	0	0	0	0	1	0	0	2	1	0	0	0	1	0	2	0	0	0	2
ti|1294337	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	1	0	0
ti|438363	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|87629	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|566408	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	1
ti|1294366	0	0	0	0	1	0	0	201	121	0	127	0	1	0	0	49	0	0	0
ti|101115	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|5147	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ti|394190	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0
ti|1294319	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|101105	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0	1	0	4
ti|66502	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0
ti|5482	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0
ti|4758	0	0	0	0	1	0	1	0	1	4	1	2	1	0	1	0	1	1	1
ti|47238	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|42363	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ti|423038	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|29898	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|1094346	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|29918	0	0	0	0	0	4	2	0	1	10	1	1	2	0	15	0	2	4	14
ti|1628683	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|228943	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|148318	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ti|135832	0	0	0	0	0	31	0	0	0	0	0	0	1	8	7	16	0	0	1
ti|237183	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	38421
ti|335854	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ti|4929	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	2
ti|298344	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ti|41833	0	0	0	0	0	0	7	1	0	9	0	3	0	0	0	0	0	2	0
ti|5446	0	0	0	0	0	0	5	0	0	0	0	0	1	0	2	2	0	0	5
ti|1543932	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ti|316512	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ti|468074	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ti|390696	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	11	0	0
ti|1294333	0	0	0	0	0	0	2	0	0	1	2	1	0	0	0	1	1	1	0
ti|150348	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0
ti|5551	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	5	12
ti|150278	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
ti|129219	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|209465	0	0	0	0	0	0	3	1	2	0	1	2	1	2	3	1	0	1	0
ti|65804	0	0	0	0	0	0	2	0	0	2	0	0	4	7	0	0	0	0	0
ti|87267	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	9
ti|390697	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ti|53685	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1
ti|201970	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|64623	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
